#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Power,Is_Augmented
497,Serperior,520,78,83,89,77,87,106,5,0,Grass,1
497,Serperior,548,82,75,102,75,107,107,5,0,Grass,1
497,Serperior,540,74,71,109,78,90,118,5,0,Grass,1
497,Serperior,519,72,74,90,78,92,113,5,0,Grass,1
497,Serperior,552,81,73,99,79,100,120,5,0,Grass,1
497,Serperior,533,75,68,100,80,100,110,5,0,Grass,1
497,Serperior,522,77,78,98,66,94,109,5,0,Grass,1
497,Serperior,531,78,70,91,75,98,119,5,0,Grass,1
497,Serperior,530,79,75,87,78,98,113,5,0,Grass,1
497,Serperior,543,77,84,92,76,99,115,5,0,Grass,1
497,Serperior,545,83,75,98,74,100,115,5,0,Grass,1
497,Serperior,522,75,71,100,76,93,107,5,0,Grass,1
497,Serperior,531,67,75,101,83,98,107,5,0,Grass,1
497,Serperior,519,75,69,99,70,88,118,5,0,Grass,1
497,Serperior,513,75,78,91,75,89,105,5,0,Grass,1
497,Serperior,528,79,73,92,73,98,113,5,0,Grass,1
497,Serperior,521,73,78,93,79,94,104,5,0,Grass,1
498,Tepig,308,65,63,45,45,45,45,5,0,Fire,0
498,Tepig,313,68,67,47,42,44,45,5,0,Fire,1
498,Tepig,298,63,67,41,42,40,45,5,0,Fire,1
498,Tepig,320,71,67,45,46,46,45,5,0,Fire,1
498,Tepig,306,60,63,47,47,45,44,5,0,Fire,1
498,Tepig,311,65,63,47,48,43,45,5,0,Fire,1
498,Tepig,314,69,65,44,47,44,45,5,0,Fire,1
498,Tepig,302,64,66,45,41,43,43,5,0,Fire,1
498,Tepig,311,68,59,45,48,46,45,5,0,Fire,1
498,Tepig,318,68,65,47,47,46,45,5,0,Fire,1
498,Tepig,307,67,66,45,43,43,43,5,0,Fire,1
498,Tepig,299,63,65,43,41,45,42,5,0,Fire,1
498,Tepig,304,69,60,46,44,42,43,5,0,Fire,1
498,Tepig,297,60,61,48,41,45,42,5,0,Fire,1
498,Tepig,310,69,64,43,43,46,45,5,0,Fire,1
498,Tepig,308,63,64,44,46,45,46,5,0,Fire,1
498,Tepig,303,61,64,47,42,44,45,5,0,Fire,1
498,Tepig,310,61,64,47,44,45,49,5,0,Fire,1
498,Tepig,308,65,62,45,46,46,44,5,0,Fire,1
498,Tepig,319,66,63,47,45,49,49,5,0,Fire,1
498,Tepig,314,72,61,40,48,46,47,5,0,Fire,1
498,Tepig,303,70,61,45,44,41,42,5,0,Fire,1
498,Tepig,301,63,62,44,44,43,45,5,0,Fire,1
498,Tepig,303,66,60,43,44,46,44,5,0,Fire,1
498,Tepig,308,69,67,45,45,40,42,5,0,Fire,1
498,Tepig,314,65,61,43,51,48,46,5,0,Fire,1
498,Tepig,317,68,70,39,49,48,43,5,0,Fire,1
498,Tepig,302,62,58,47,48,44,43,5,0,Fire,1
498,Tepig,311,66,63,43,45,50,44,5,0,Fire,1
498,Tepig,305,67,56,47,46,43,46,5,0,Fire,1
498,Tepig,307,70,58,46,41,46,46,5,0,Fire,1
498,Tepig,301,66,61,42,45,42,45,5,0,Fire,1
498,Tepig,314,68,66,45,40,45,50,5,0,Fire,1
498,Tepig,317,64,71,48,46,44,44,5,0,Fire,1
498,Tepig,298,61,62,39,46,47,43,5,0,Fire,1
498,Tepig,311,70,65,43,41,49,43,5,0,Fire,1
498,Tepig,310,66,67,48,43,44,42,5,0,Fire,1
498,Tepig,322,69,69,45,46,47,46,5,0,Fire,1
498,Tepig,300,60,61,46,43,44,46,5,0,Fire,1
498,Tepig,313,61,63,44,47,48,50,5,0,Fire,1
498,Tepig,309,68,67,42,44,44,44,5,0,Fire,1
498,Tepig,307,63,67,46,45,43,43,5,0,Fire,1
498,Tepig,316,67,64,46,51,44,44,5,0,Fire,1
498,Tepig,311,64,63,44,49,44,47,5,0,Fire,1
498,Tepig,309,68,61,45,46,44,45,5,0,Fire,1
498,Tepig,308,66,62,47,42,48,43,5,0,Fire,1
498,Tepig,319,66,64,50,47,41,51,5,0,Fire,1
498,Tepig,316,66,67,46,44,47,46,5,0,Fire,1
498,Tepig,314,67,62,44,47,47,47,5,0,Fire,1
498,Tepig,297,59,61,45,46,44,42,5,0,Fire,1
498,Tepig,316,76,60,47,46,45,42,5,0,Fire,1
498,Tepig,321,67,66,47,46,47,48,5,0,Fire,1
498,Tepig,298,68,61,42,43,42,42,5,0,Fire,1
498,Tepig,314,64,67,47,46,48,42,5,0,Fire,1
498,Tepig,309,67,62,48,43,45,44,5,0,Fire,1
498,Tepig,307,68,64,43,47,44,41,5,0,Fire,1
498,Tepig,307,68,61,45,42,47,44,5,0,Fire,1
498,Tepig,315,68,66,44,44,48,45,5,0,Fire,1
498,Tepig,307,68,62,43,48,44,42,5,0,Fire,1
498,Tepig,301,63,62,43,46,46,41,5,0,Fire,1
498,Tepig,305,62,61,46,45,47,44,5,0,Fire,1
498,Tepig,315,70,67,46,43,44,45,5,0,Fire,1
498,Tepig,292,62,61,44,44,40,41,5,0,Fire,1
498,Tepig,318,69,69,43,45,46,46,5,0,Fire,1
498,Tepig,307,68,59,47,45,44,44,5,0,Fire,1
498,Tepig,305,64,59,44,47,46,45,5,0,Fire,1
498,Tepig,312,65,65,48,42,45,47,5,0,Fire,1
498,Tepig,314,68,66,43,44,47,46,5,0,Fire,1
498,Tepig,310,65,65,44,44,45,47,5,0,Fire,1
498,Tepig,309,64,59,44,46,48,48,5,0,Fire,1
498,Tepig,300,68,62,43,42,39,46,5,0,Fire,1
498,Tepig,298,64,57,44,45,44,44,5,0,Fire,1
498,Tepig,302,64,60,46,45,43,44,5,0,Fire,1
498,Tepig,314,68,60,48,43,47,48,5,0,Fire,1
498,Tepig,318,64,67,48,46,46,47,5,0,Fire,1
498,Tepig,308,58,66,45,46,44,49,5,0,Fire,1
498,Tepig,311,65,61,47,46,46,46,5,0,Fire,1
498,Tepig,310,65,65,46,49,41,44,5,0,Fire,1
498,Tepig,311,69,60,45,44,44,49,5,0,Fire,1
498,Tepig,299,65,66,41,44,39,44,5,0,Fire,1
498,Tepig,305,68,60,46,40,44,47,5,0,Fire,1
498,Tepig,301,65,60,43,42,48,43,5,0,Fire,1
498,Tepig,293,63,59,41,41,46,43,5,0,Fire,1
498,Tepig,322,66,70,44,45,47,50,5,0,Fire,1
498,Tepig,311,64,65,45,44,48,45,5,0,Fire,1
498,Tepig,304,63,66,44,43,43,45,5,0,Fire,1
498,Tepig,299,66,61,43,47,41,41,5,0,Fire,1
498,Tepig,316,68,61,44,47,46,50,5,0,Fire,1
498,Tepig,308,66,63,44,43,43,49,5,0,Fire,1
498,Tepig,305,67,66,44,45,41,42,5,0,Fire,1
498,Tepig,298,61,60,44,45,43,45,5,0,Fire,1
498,Tepig,314,66,65,46,48,46,43,5,0,Fire,1
498,Tepig,301,61,63,45,49,41,42,5,0,Fire,1
498,Tepig,301,62,63,48,43,44,41,5,0,Fire,1
498,Tepig,310,63,64,46,47,44,46,5,0,Fire,1
498,Tepig,306,64,62,50,45,41,44,5,0,Fire,1
498,Tepig,318,66,65,51,46,44,46,5,0,Fire,1
498,Tepig,304,62,59,45,48,44,46,5,0,Fire,1
498,Tepig,303,64,59,44,45,44,47,5,0,Fire,1
498,Tepig,316,67,65,45,48,48,43,5,0,Fire,1
499,Pignite,418,90,93,55,70,55,55,5,0,Fighting,0
499,Pignite,406,92,92,54,66,55,47,5,0,Fighting,1
499,Pignite,417,93,90,58,75,47,54,5,0,Fighting,1
499,Pignite,416,95,95,50,68,52,56,5,0,Fighting,1
499,Pignite,430,97,95,56,70,51,61,5,0,Fighting,1
499,Pignite,417,92,88,60,73,55,49,5,0,Fighting,1
499,Pignite,408,80,88,58,67,59,56,5,0,Fighting,1
499,Pignite,415,91,89,56,70,54,55,5,0,Fighting,1
499,Pignite,418,91,87,53,72,59,56,5,0,Fighting,1
499,Pignite,412,91,89,57,68,55,52,5,0,Fighting,1
499,Pignite,426,87,92,54,72,62,59,5,0,Fighting,1
499,Pignite,401,88,88,50,67,56,52,5,0,Fighting,1
499,Pignite,405,85,88,51,67,56,58,5,0,Fighting,1
499,Pignite,415,90,92,55,67,53,58,5,0,Fighting,1
499,Pignite,410,84,100,49,65,56,56,5,0,Fighting,1
499,Pignite,402,86,86,55,71,56,48,5,0,Fighting,1
499,Pignite,416,83,93,55,74,55,56,5,0,Fighting,1
499,Pignite,415,86,100,50,72,53,54,5,0,Fighting,1
499,Pignite,423,90,90,59,71,53,60,5,0,Fighting,1
499,Pignite,415,90,95,56,65,51,58,5,0,Fighting,1
499,Pignite,421,93,90,53,71,57,57,5,0,Fighting,1
499,Pignite,431,98,96,51,73,56,57,5,0,Fighting,1
499,Pignite,430,92,100,53,73,55,57,5,0,Fighting,1
499,Pignite,424,97,90,52,69,56,60,5,0,Fighting,1
499,Pignite,426,95,86,60,73,54,58,5,0,Fighting,1
499,Pignite,440,98,97,54,78,54,59,5,0,Fighting,1
499,Pignite,416,89,95,56,66,56,54,5,0,Fighting,1
499,Pignite,431,90,101,56,75,54,55,5,0,Fighting,1
499,Pignite,424,90,96,55,72,56,55,5,0,Fighting,1
499,Pignite,424,84,97,58,77,57,51,5,0,Fighting,1
499,Pignite,415,87,88,58,75,54,53,5,0,Fighting,1
499,Pignite,422,97,93,52,70,54,56,5,0,Fighting,1
499,Pignite,419,91,89,58,71,57,53,5,0,Fighting,1
499,Pignite,428,96,94,53,69,61,55,5,0,Fighting,1
499,Pignite,422,87,97,56,70,56,56,5,0,Fighting,1
499,Pignite,409,95,88,58,65,49,54,5,0,Fighting,1
499,Pignite,405,83,90,57,65,53,57,5,0,Fighting,1
499,Pignite,408,88,87,54,68,59,52,5,0,Fighting,1
499,Pignite,426,96,91,56,69,58,56,5,0,Fighting,1
499,Pignite,423,96,91,60,67,51,58,5,0,Fighting,1
499,Pignite,417,91,91,55,67,58,55,5,0,Fighting,1
499,Pignite,427,91,96,56,65,59,60,5,0,Fighting,1
499,Pignite,415,92,87,54,68,56,58,5,0,Fighting,1
499,Pignite,416,84,94,57,72,58,51,5,0,Fighting,1
499,Pignite,403,83,84,58,65,54,59,5,0,Fighting,1
499,Pignite,423,97,84,59,68,58,57,5,0,Fighting,1
499,Pignite,425,95,93,51,73,58,55,5,0,Fighting,1
499,Pignite,407,93,84,51,67,56,56,5,0,Fighting,1
499,Pignite,426,100,96,51,68,54,57,5,0,Fighting,1
499,Pignite,408,88,90,52,70,53,55,5,0,Fighting,1
499,Pignite,418,95,92,55,67,53,56,5,0,Fighting,1
499,Pignite,429,88,90,63,75,56,57,5,0,Fighting,1
499,Pignite,416,88,88,56,75,54,55,5,0,Fighting,1
499,Pignite,413,85,91,54,71,58,54,5,0,Fighting,1
499,Pignite,403,89,87,52,67,54,54,5,0,Fighting,1
499,Pignite,419,94,94,58,66,52,55,5,0,Fighting,1
499,Pignite,412,88,95,52,70,51,56,5,0,Fighting,1
499,Pignite,423,90,98,56,69,57,53,5,0,Fighting,1
499,Pignite,414,91,87,53,68,54,61,5,0,Fighting,1
499,Pignite,415,87,91,53,75,58,51,5,0,Fighting,1
499,Pignite,428,94,98,52,72,56,56,5,0,Fighting,1
499,Pignite,424,92,95,59,68,55,55,5,0,Fighting,1
499,Pignite,413,84,96,55,73,52,53,5,0,Fighting,1
499,Pignite,413,89,95,51,73,54,51,5,0,Fighting,1
499,Pignite,421,89,95,58,69,55,55,5,0,Fighting,1
499,Pignite,431,93,95,56,76,54,57,5,0,Fighting,1
499,Pignite,409,91,89,53,66,53,57,5,0,Fighting,1
499,Pignite,431,93,101,54,70,53,60,5,0,Fighting,1
499,Pignite,407,85,90,52,69,57,54,5,0,Fighting,1
499,Pignite,426,96,97,51,70,59,53,5,0,Fighting,1
499,Pignite,432,94,99,56,75,52,56,5,0,Fighting,1
499,Pignite,408,92,88,54,68,54,52,5,0,Fighting,1
499,Pignite,425,96,90,55,74,51,59,5,0,Fighting,1
499,Pignite,424,98,92,55,66,53,60,5,0,Fighting,1
499,Pignite,414,93,91,56,68,56,50,5,0,Fighting,1
499,Pignite,421,89,94,56,71,54,57,5,0,Fighting,1
499,Pignite,425,94,95,57,70,51,58,5,0,Fighting,1
499,Pignite,416,87,90,57,70,54,58,5,0,Fighting,1
499,Pignite,423,98,90,53,73,54,55,5,0,Fighting,1
499,Pignite,430,96,100,50,73,60,51,5,0,Fighting,1
499,Pignite,411,87,92,58,67,55,52,5,0,Fighting,1
499,Pignite,413,86,90,62,59,59,57,5,0,Fighting,1
499,Pignite,420,84,98,54,71,58,55,5,0,Fighting,1
499,Pignite,410,79,98,51,69,54,59,5,0,Fighting,1
499,Pignite,413,95,89,52,73,52,52,5,0,Fighting,1
499,Pignite,419,90,97,55,70,53,54,5,0,Fighting,1
499,Pignite,423,89,94,57,75,55,53,5,0,Fighting,1
499,Pignite,419,94,97,59,66,49,54,5,0,Fighting,1
499,Pignite,423,94,91,52,76,55,55,5,0,Fighting,1
499,Pignite,410,85,89,56,71,54,55,5,0,Fighting,1
499,Pignite,413,85,89,59,73,52,55,5,0,Fighting,1
499,Pignite,420,94,91,51,74,51,59,5,0,Fighting,1
499,Pignite,418,88,83,56,77,58,56,5,0,Fighting,1
499,Pignite,414,93,92,50,67,57,55,5,0,Fighting,1
499,Pignite,419,92,93,54,67,55,58,5,0,Fighting,1
499,Pignite,411,87,85,56,73,56,54,5,0,Fighting,1
499,Pignite,409,90,85,53,70,54,57,5,0,Fighting,1
499,Pignite,406,85,92,51,69,56,53,5,0,Fighting,1
499,Pignite,428,87,97,54,76,58,56,5,0,Fighting,1
499,Pignite,427,82,103,57,79,50,56,5,0,Fighting,1
500,Emboar,528,110,123,65,100,65,65,5,0,Fighting,0
500,Emboar,522,114,126,59,91,65,67,5,0,Fighting,1
500,Emboar,533,114,131,60,101,66,61,5,0,Fighting,1
500,Emboar,518,107,107,70,103,61,70,5,0,Fighting,1
500,Emboar,525,118,117,68,90,65,67,5,0,Fighting,1
500,Emboar,515,105,113,63,103,64,67,5,0,Fighting,1
500,Emboar,522,97,118,65,108,66,68,5,0,Fighting,1
500,Emboar,517,109,118,64,93,67,66,5,0,Fighting,1
500,Emboar,517,107,122,62,98,67,61,5,0,Fighting,1
500,Emboar,543,119,125,62,105,66,66,5,0,Fighting,1
500,Emboar,536,122,116,67,102,66,63,5,0,Fighting,1
500,Emboar,531,112,123,68,98,66,64,5,0,Fighting,1
500,Emboar,531,111,128,64,99,61,68,5,0,Fighting,1
500,Emboar,504,109,105,66,96,66,62,5,0,Fighting,1
500,Emboar,551,114,134,67,98,66,72,5,0,Fighting,1
500,Emboar,541,115,121,66,105,71,63,5,0,Fighting,1
500,Emboar,526,104,128,64,94,69,67,5,0,Fighting,1
500,Emboar,506,102,117,64,95,67,61,5,0,Fighting,1
500,Emboar,518,116,122,62,94,63,61,5,0,Fighting,1
500,Emboar,533,109,120,67,101,66,70,5,0,Fighting,1
500,Emboar,534,116,122,65,104,66,61,5,0,Fighting,1
500,Emboar,516,99,118,68,94,68,69,5,0,Fighting,1
500,Emboar,529,109,116,73,103,64,64,5,0,Fighting,1
500,Emboar,525,111,127,65,94,66,62,5,0,Fighting,1
500,Emboar,511,104,126,63,95,58,65,5,0,Fighting,1
500,Emboar,513,107,117,67,89,65,68,5,0,Fighting,1
500,Emboar,529,109,119,65,102,67,67,5,0,Fighting,1
500,Emboar,539,118,125,68,101,60,67,5,0,Fighting,1
500,Emboar,519,114,120,65,102,59,59,5,0,Fighting,1
500,Emboar,531,112,123,63,100,70,63,5,0,Fighting,1
500,Emboar,520,108,125,64,100,64,59,5,0,Fighting,1
500,Emboar,535,117,124,62,98,70,64,5,0,Fighting,1
500,Emboar,545,112,137,65,100,65,66,5,0,Fighting,1
500,Emboar,517,117,117,64,102,55,62,5,0,Fighting,1
500,Emboar,531,110,128,65,100,68,60,5,0,Fighting,1
500,Emboar,525,107,115,65,100,66,72,5,0,Fighting,1
500,Emboar,533,114,136,57,95,71,60,5,0,Fighting,1
500,Emboar,517,115,118,68,89,67,60,5,0,Fighting,1
500,Emboar,526,97,124,67,102,69,67,5,0,Fighting,1
500,Emboar,515,104,123,68,86,70,64,5,0,Fighting,1
500,Emboar,541,110,133,68,104,67,59,5,0,Fighting,1
500,Emboar,534,112,120,66,101,69,66,5,0,Fighting,1
500,Emboar,518,108,122,62,95,65,66,5,0,Fighting,1
500,Emboar,541,114,138,64,102,64,59,5,0,Fighting,1
500,Emboar,534,121,125,65,96,67,60,5,0,Fighting,1
500,Emboar,530,115,117,68,97,65,68,5,0,Fighting,1
500,Emboar,512,96,124,64,98,69,61,5,0,Fighting,1
500,Emboar,509,101,118,63,101,65,61,5,0,Fighting,1
500,Emboar,538,118,125,64,102,68,61,5,0,Fighting,1
500,Emboar,529,107,128,59,100,65,70,5,0,Fighting,1
500,Emboar,535,110,130,65,94,69,67,5,0,Fighting,1
500,Emboar,523,110,126,65,92,66,64,5,0,Fighting,1
500,Emboar,536,111,135,63,102,65,60,5,0,Fighting,1
500,Emboar,529,118,133,61,87,61,69,5,0,Fighting,1
500,Emboar,511,105,114,64,94,66,68,5,0,Fighting,1
500,Emboar,527,113,130,58,95,65,66,5,0,Fighting,1
500,Emboar,536,110,128,66,102,67,63,5,0,Fighting,1
500,Emboar,514,103,117,64,108,60,62,5,0,Fighting,1
500,Emboar,538,105,126,66,105,66,70,5,0,Fighting,1
500,Emboar,519,97,125,68,97,65,67,5,0,Fighting,1
500,Emboar,531,121,121,64,101,62,62,5,0,Fighting,1
500,Emboar,519,103,127,68,95,60,66,5,0,Fighting,1
500,Emboar,521,114,112,60,101,67,67,5,0,Fighting,1
500,Emboar,514,109,114,64,102,61,64,5,0,Fighting,1
500,Emboar,518,102,125,71,96,64,60,5,0,Fighting,1
500,Emboar,524,113,119,62,101,68,61,5,0,Fighting,1
500,Emboar,545,119,129,64,102,66,65,5,0,Fighting,1
500,Emboar,537,115,126,66,102,65,63,5,0,Fighting,1
500,Emboar,538,113,125,68,100,67,65,5,0,Fighting,1
500,Emboar,514,99,130,62,101,60,62,5,0,Fighting,1
500,Emboar,529,111,121,63,100,63,71,5,0,Fighting,1
500,Emboar,533,117,121,63,105,60,67,5,0,Fighting,1
500,Emboar,533,102,128,68,108,62,65,5,0,Fighting,1
500,Emboar,533,117,122,69,101,62,62,5,0,Fighting,1
500,Emboar,555,125,132,61,103,68,66,5,0,Fighting,1
500,Emboar,542,110,135,68,100,67,62,5,0,Fighting,1
500,Emboar,518,106,123,66,94,66,63,5,0,Fighting,1
500,Emboar,519,106,128,62,93,64,66,5,0,Fighting,1
500,Emboar,520,111,111,67,100,66,65,5,0,Fighting,1
500,Emboar,551,120,124,63,105,73,66,5,0,Fighting,1
500,Emboar,543,112,134,66,101,63,67,5,0,Fighting,1
500,Emboar,535,107,134,65,99,64,66,5,0,Fighting,1
500,Emboar,528,113,127,59,97,65,67,5,0,Fighting,1
500,Emboar,528,108,125,73,98,58,66,5,0,Fighting,1
500,Emboar,511,108,118,62,98,60,65,5,0,Fighting,1
500,Emboar,519,104,124,60,105,61,65,5,0,Fighting,1
500,Emboar,541,115,125,64,105,66,66,5,0,Fighting,1
500,Emboar,533,111,121,66,103,71,61,5,0,Fighting,1
500,Emboar,517,103,124,65,96,62,67,5,0,Fighting,1
500,Emboar,520,114,123,62,95,65,61,5,0,Fighting,1
500,Emboar,540,106,133,60,106,66,69,5,0,Fighting,1
500,Emboar,528,114,118,61,105,64,66,5,0,Fighting,1
500,Emboar,508,98,117,65,97,64,67,5,0,Fighting,1
500,Emboar,526,108,120,69,102,64,63,5,0,Fighting,1
500,Emboar,521,104,125,68,105,63,56,5,0,Fighting,1
500,Emboar,517,114,123,57,94,64,65,5,0,Fighting,1
500,Emboar,536,108,126,64,105,64,69,5,0,Fighting,1
500,Emboar,525,108,127,70,98,64,58,5,0,Fighting,1
500,Emboar,508,108,110,64,97,69,60,5,0,Fighting,1
500,Emboar,526,110,119,67,100,65,65,5,0,Fighting,1
501,Oshawott,308,55,55,45,63,45,45,5,0,Water,0
501,Oshawott,307,56,52,42,68,40,49,5,0,Water,1
501,Oshawott,301,57,53,46,56,46,43,5,0,Water,1
501,Oshawott,314,58,61,42,62,45,46,5,0,Water,1
501,Oshawott,309,50,56,45,66,47,45,5,0,Water,1
501,Oshawott,306,49,54,44,67,46,46,5,0,Water,1
501,Oshawott,305,53,56,45,63,46,42,5,0,Water,1
501,Oshawott,322,53,59,48,69,45,48,5,0,Water,1
501,Oshawott,313,53,55,46,66,46,47,5,0,Water,1
501,Oshawott,305,55,53,45,63,47,42,5,0,Water,1
501,Oshawott,306,54,61,48,57,44,42,5,0,Water,1
501,Oshawott,303,49,58,45,58,48,45,5,0,Water,1
501,Oshawott,314,52,57,45,62,45,53,5,0,Water,1
501,Oshawott,308,47,56,49,67,44,45,5,0,Water,1
501,Oshawott,306,54,56,44,64,45,43,5,0,Water,1
501,Oshawott,311,54,57,47,64,47,42,5,0,Water,1
501,Oshawott,323,59,60,44,71,44,45,5,0,Water,1
501,Oshawott,309,58,57,44,60,46,44,5,0,Water,1
501,Oshawott,310,58,56,50,61,41,44,5,0,Water,1
501,Oshawott,298,55,51,42,63,46,41,5,0,Water,1
501,Oshawott,313,56,57,48,64,40,48,5,0,Water,1
501,Oshawott,311,59,53,45,66,45,43,5,0,Water,1
501,Oshawott,297,51,56,44,55,46,45,5,0,Water,1
501,Oshawott,308,58,55,44,62,45,44,5,0,Water,1
501,Oshawott,311,54,54,48,62,48,45,5,0,Water,1
501,Oshawott,309,53,57,43,64,45,47,5,0,Water,1
501,Oshawott,306,50,54,47,67,43,45,5,0,Water,1
501,Oshawott,298,53,57,47,53,45,43,5,0,Water,1
501,Oshawott,307,54,55,46,62,45,45,5,0,Water,1
501,Oshawott,310,52,58,45,62,48,45,5,0,Water,1
501,Oshawott,312,53,56,49,64,46,44,5,0,Water,1
501,Oshawott,299,55,51,42,62,43,46,5,0,Water,1
501,Oshawott,305,56,54,45,61,45,44,5,0,Water,1
501,Oshawott,306,55,52,47,62,43,47,5,0,Water,1
501,Oshawott,311,53,55,46,64,50,43,5,0,Water,1
501,Oshawott,306,59,57,40,60,46,44,5,0,Water,1
501,Oshawott,302,57,47,47,60,49,42,5,0,Water,1
501,Oshawott,308,57,56,48,60,45,42,5,0,Water,1
501,Oshawott,307,54,55,43,63,46,46,5,0,Water,1
501,Oshawott,300,58,55,46,57,43,41,5,0,Water,1
501,Oshawott,294,50,54,45,58,44,43,5,0,Water,1
501,Oshawott,313,54,58,43,61,48,49,5,0,Water,1
501,Oshawott,317,59,60,45,64,46,43,5,0,Water,1
501,Oshawott,308,57,54,46,59,44,48,5,0,Water,1
501,Oshawott,295,54,47,44,60,44,46,5,0,Water,1
501,Oshawott,303,58,54,44,61,45,41,5,0,Water,1
501,Oshawott,310,59,55,44,62,44,46,5,0,Water,1
501,Oshawott,315,55,56,47,63,46,48,5,0,Water,1
501,Oshawott,313,53,55,46,62,49,48,5,0,Water,1
501,Oshawott,307,57,55,42,62,44,47,5,0,Water,1
501,Oshawott,314,52,60,46,64,45,47,5,0,Water,1
501,Oshawott,302,52,53,44,61,44,48,5,0,Water,1
501,Oshawott,305,53,51,48,63,45,45,5,0,Water,1
501,Oshawott,313,57,60,44,61,47,44,5,0,Water,1
501,Oshawott,312,62,52,41,70,45,42,5,0,Water,1
501,Oshawott,298,53,55,43,59,44,44,5,0,Water,1
501,Oshawott,307,54,57,48,59,44,45,5,0,Water,1
501,Oshawott,307,53,55,45,64,45,45,5,0,Water,1
501,Oshawott,308,55,57,48,61,44,43,5,0,Water,1
501,Oshawott,307,58,57,45,60,46,41,5,0,Water,1
501,Oshawott,308,58,56,47,57,45,45,5,0,Water,1
501,Oshawott,309,56,56,46,62,44,45,5,0,Water,1
501,Oshawott,313,58,60,45,59,45,46,5,0,Water,1
501,Oshawott,302,52,57,45,59,45,44,5,0,Water,1
501,Oshawott,297,51,54,43,60,44,45,5,0,Water,1
501,Oshawott,302,52,49,44,65,51,41,5,0,Water,1
501,Oshawott,305,55,53,47,63,43,44,5,0,Water,1
501,Oshawott,310,56,53,46,67,46,42,5,0,Water,1
501,Oshawott,307,59,53,45,59,47,44,5,0,Water,1
501,Oshawott,289,52,55,43,51,44,44,5,0,Water,1
501,Oshawott,314,60,55,50,62,44,43,5,0,Water,1
501,Oshawott,315,55,57,45,65,47,46,5,0,Water,1
501,Oshawott,306,55,59,43,60,47,42,5,0,Water,1
501,Oshawott,306,53,56,45,62,43,47,5,0,Water,1
501,Oshawott,310,56,56,46,61,46,45,5,0,Water,1
501,Oshawott,316,57,56,45,64,45,49,5,0,Water,1
501,Oshawott,309,54,51,45,63,47,49,5,0,Water,1
501,Oshawott,318,56,54,48,69,44,47,5,0,Water,1
501,Oshawott,309,57,54,43,63,45,47,5,0,Water,1
501,Oshawott,297,53,55,44,62,42,41,5,0,Water,1
501,Oshawott,315,56,53,46,65,47,48,5,0,Water,1
501,Oshawott,298,54,51,44,63,47,39,5,0,Water,1
501,Oshawott,301,55,58,45,56,44,43,5,0,Water,1
501,Oshawott,310,56,53,43,65,47,46,5,0,Water,1
501,Oshawott,305,57,50,46,65,44,43,5,0,Water,1
501,Oshawott,310,53,58,46,63,46,44,5,0,Water,1
501,Oshawott,295,52,52,42,58,47,44,5,0,Water,1
501,Oshawott,310,53,58,44,63,48,44,5,0,Water,1
501,Oshawott,309,55,56,44,65,43,46,5,0,Water,1
501,Oshawott,314,56,58,46,62,49,43,5,0,Water,1
501,Oshawott,305,58,57,45,60,43,42,5,0,Water,1
501,Oshawott,323,60,60,47,64,46,46,5,0,Water,1
501,Oshawott,309,58,52,43,61,49,46,5,0,Water,1
501,Oshawott,304,55,56,44,66,40,43,5,0,Water,1
501,Oshawott,302,53,57,44,64,41,43,5,0,Water,1
501,Oshawott,300,58,57,42,60,41,42,5,0,Water,1
501,Oshawott,308,53,57,47,62,45,44,5,0,Water,1
501,Oshawott,310,52,51,46,67,46,48,5,0,Water,1
501,Oshawott,313,57,56,48,66,41,45,5,0,Water,1
501,Oshawott,305,52,51,49,62,47,44,5,0,Water,1
502,Dewott,413,75,75,60,83,60,60,5,0,Water,0
502,Dewott,424,83,78,61,85,53,64,5,0,Water,1
502,Dewott,412,76,74,58,83,64,57,5,0,Water,1
502,Dewott,423,75,79,62,83,65,59,5,0,Water,1
502,Dewott,402,71,71,61,83,56,60,5,0,Water,1
502,Dewott,407,71,72,57,84,61,62,5,0,Water,1
502,Dewott,408,74,74,60,83,59,58,5,0,Water,1
502,Dewott,416,75,76,57,85,62,61,5,0,Water,1
502,Dewott,421,74,72,56,90,63,66,5,0,Water,1
502,Dewott,405,78,72,59,78,58,60,5,0,Water,1
502,Dewott,410,74,71,61,88,58,58,5,0,Water,1
502,Dewott,421,78,78,58,87,54,66,5,0,Water,1
502,Dewott,426,79,72,63,82,66,64,5,0,Water,1
502,Dewott,414,75,76,55,88,61,59,5,0,Water,1
502,Dewott,416,80,71,58,83,61,63,5,0,Water,1
502,Dewott,415,70,74,62,90,60,59,5,0,Water,1
502,Dewott,420,70,82,62,90,56,60,5,0,Water,1
502,Dewott,414,82,77,61,81,56,57,5,0,Water,1
502,Dewott,404,71,70,61,77,62,63,5,0,Water,1
502,Dewott,425,78,76,65,85,58,63,5,0,Water,1
502,Dewott,411,80,74,55,80,61,61,5,0,Water,1
502,Dewott,428,82,82,62,83,61,58,5,0,Water,1
502,Dewott,409,70,75,62,81,58,63,5,0,Water,1
502,Dewott,408,73,76,60,82,60,57,5,0,Water,1
502,Dewott,410,76,77,56,82,58,61,5,0,Water,1
502,Dewott,420,77,80,65,78,59,61,5,0,Water,1
502,Dewott,418,82,79,62,79,59,57,5,0,Water,1
